Domain,下一步,操作入口,获取方式,处理结果,已确认事实,缺失事实,证据URL,证据日期,外链形式,DR,成功项目数
sellerstacked.co,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.sellerstacked.co/tools/blog-scorer,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 4 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.sellerstacked.co/tools/ai-stack-quiz,2026-09-02,Follow 外链,,
shipyardhq.dev,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://shipyardhq.dev/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://shipyardhq.dev/r/sponsored/launchboard,2026-09-02,Follow 外链,,
shopify.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.shopify.com/editions/spring2026?utm_source=homepage&utm_medium=content&utm_campaign=spring26edition-launch_Q226SETPNZ&utm_content=dotcom-nav-agentic-storefronts-insights-v1#agentic-storefronts-insights,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 230 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.shopify.com/editions/spring2026?utm_source=homepage&utm_medium=content&utm_campaign=spring26edition-launch_Q226SETPNZ&utm_content=dotcom-nav-campaign-autopilot-v1#introducing-campaign-autopilot,2026-09-02,Follow 外链,,
shortgenius.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,http://shortgenius.com/blog-to-video,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,http://shortgenius.com/tools/ai-video-generator,2026-09-02,Follow 外链,,
showmysites.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.showmysites.com/submit/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 8 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.showmysites.com/kodotools/kodotools/,2026-09-02,Follow 外链,,
skywork.ai,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://skywork.ai/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://skywork.ai/blog/resources,2026-09-02,Follow 外链,,
techbasedirectory.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://techbasedirectory.com/submit-product,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://techbasedirectory.com/product/bluewalnut-genius,2026-09-02,Follow 外链,,
theaidb.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://theaidb.com/categories/productivity,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 4 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://theaidb.com/news/how-to,2026-09-02,Follow 外链,,
theailibrary.co,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.theailibrary.co/submit-tool,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 43 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.theailibrary.co/tool/tripo-3d-ai,2026-09-02,Follow 外链,,
thetimes.com.au,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://thetimes.com.au/australia/regional-news,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 13 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://thetimes.com.au/australia/melbourne-news,2026-09-02,Follow 外链,,
thisweekinfintech.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.thisweekinfintech.com/news,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 13 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.thisweekinfintech.com/p/stripe-expands-its-startup-toolkit-with-clerky-acquisition,2026-09-02,Follow 外链,,
toolany.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://toolany.com/en,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 6 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://toolany.com/en/blog,2026-09-02,Follow 外链,,
toolbestai.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://toolbestai.com/submit-tool,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://toolbestai.com/tool-details/6a8bfb26611a262203de7d8a,2026-09-02,Follow 外链,,
toolerific.ai,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://toolerific.ai/ai-tools-for-tasks/all-tasks,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://toolerific.ai/ai-tools-for-jobs/all-jobs,2026-09-02,Follow 外链,,
toolfinder.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://toolfinder.com/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 33 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://toolfinder.com/best/productivity-apps-for-mac,2026-09-02,Follow 外链,,
toolidx.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://toolidx.com/saved-tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://toolidx.com/tool/z-library,2026-09-02,Follow 外链,,
tools-ai.online,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.tools-ai.online/submit-tool,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.tools-ai.online/tool/chatgpt-openai,2026-09-02,Follow 外链,,
toolspedia.io,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://toolspedia.io,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 25 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://toolspedia.io/ai-types/popular/,2026-09-02,Follow 外链,,
topai.tools,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://topai.tools/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 7 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://topai.tools/playbooks/imagine-art/generate-photorealistic-product-ads-with-imagine-art,2026-09-02,Follow 外链,,
topaitools.net,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://topaitools.net/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://topaitools.net/product/relevance-ai,2026-09-02,Follow 外链,,
unycorn.io,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.unycorn.io/collections/side-hustle-to-startup,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.unycorn.io/explore/pro-batch-image-upscaling-toolkit,2026-09-02,Follow 外链,,
uraitools.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://uraitools.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 4 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://uraitools.com/tools/flint-com,2026-09-02,Follow 外链,,
usuariocompulsivo.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://usuariocompulsivo.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://usuariocompulsivo.com/2026/08/17/t23-46-00z-adrian-mira-editor-adrian-mira-editor-linkedin-instagram-5406-publica/,2026-09-02,Follow 外链,,
viesearch.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://viesearch.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://viesearch.com/random/featured,2026-09-02,Follow 外链,,
visalytica.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.visalytica.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.visalytica.com/tool/rork-max,2026-09-02,Follow 外链,,
visionaryhub.ai,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://visionaryhub.ai/en-US/submit-tool/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 196 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://visionaryhub.ai/en-US/tools/trending/,2026-09-02,Follow 外链,,
webcatalog.io,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://webcatalog.io/en/developers/app-listing,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 8 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://webcatalog.io/en/legal/impressum,2026-09-02,Follow 外链,,
whatshappeningaround.town,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://whatshappeningaround.town/blogs,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 44 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://whatshappeningaround.town/blogs/home,2026-09-02,Follow 外链,,
workway.dev,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.workway.dev/features/talent-profile,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 27 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.workway.dev/dashboard/seeker/talent-profile,2026-09-02,Follow 外链,,
worqstrap.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://worqstrap.com/remote-jobs/product,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 2 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://worqstrap.com/remote-jobs/hackernews/whoishiring,2026-09-02,Follow 外链,,
xrp.army,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://xrp.army/news/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 10 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://xrp.army/news/stellar-rippler-stellar_rippler-on-x-945/,2026-09-02,Follow 外链,,
yaaka.cc,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.yaaka.cc/community/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 22 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.yaaka.cc/product/subscribe-to-philosophy-of-education-course/,2026-09-02,Follow 外链,,
ybuild.ai,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://ybuild.ai/en/blog/ai-app-launch-review-checklist-2026,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 16 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://ybuild.ai/en/blog/ai-built-interface-state-audit-founders,2026-09-02,Follow 外链,,
ycstartups.co,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://ycstartups.co/tools/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 9 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://ycstartups.co/company/forum,2026-09-02,Follow 外链,,
yizhan.club,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://yizhan.club/en/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 4 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://yizhan.club/en/tool/the-router-for-voice-ai-speko,2026-09-02,Follow 外链,,
yourailist.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://yourailist.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 2 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://yourailist.com/tools/clay,2026-09-02,Follow 外链,,
ytonu.info,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://ytonu.info/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://ytonu.info/2026/08/16/arhiva-izvor-profimedia-autor-juan-carlos-hernandez-zuma-press-profimedia-bionic/,2026-09-02,Follow 外链,,
zoer.ai,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://zoer.ai/community,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 6 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://zoer.ai/pages/solutions/internal-tools.html,2026-09-02,Follow 外链,,
zoftwarehub.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://zoftwarehub.com/compare/product,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 11 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://zoftwarehub.com/products/chatgpt/overview,2026-09-02,Follow 外链,,
01statistichegratis.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://01statistichegratis.net/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
05dh.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://05dh.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
0co.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://0co.net/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
0hqc6r.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://0hqc6r.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
0stqeq.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://0stqeq.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
0szr2d.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://0szr2d.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
1234wu.com,人工确认：样例页抓取失败（0 TimeoutError: The read operation timed o），当前无法验证 rel,https://1234wu.com/add,不确定,待确认,,样例页抓取失败（0 TimeoutError: The read operation timed o），当前无法验证 rel,https://1234wu.com/wzdh/blog.htm,2026-09-02,,,
177911.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.177911.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
199908.top,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.199908.top/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
1uamyb.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://1uamyb.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
2048ai.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://2048ai.net/submit-website,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
25jh35.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://25jh35.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
28nzs4.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://28nzs4.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
2coffee.dev,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://2coffee.dev/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
2i2308.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://2i2308.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
2m4r09.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://2m4r09.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
30daydo.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://30daydo.com/submit-site,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
401ze5.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://401ze5.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
4a6fhx.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://4a6fhx.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
4b97wv.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://4b97wv.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
5913231.cc,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://5913231.cc/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
5bfdog.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://5bfdog.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
5h5cl4.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://5h5cl4.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
6666ro.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://6666ro.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
6b21fm.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://6b21fm.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
7558.cn,人工确认：当前页面全部重定向到站外，未取得属于该域名的入口页,,不确定,待确认,,当前页面全部重定向到站外，未取得属于该域名的入口页,,2026-09-02,,,
7ddsv2.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://7ddsv2.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
7xuav0.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://7xuav0.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
8i1zvs.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://8i1zvs.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
8k6p0z.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://8k6p0z.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
8ole6b.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://8ole6b.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
91aisou.com,人工确认：发布后是否真的会留下外链,https://www.91aisou.com/submit-website,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,http://www.91aisou.com:443/apps/image-compressor,2026-09-02,,,
96915.com,人工确认：找一条用户产出的链接看它的 rel,https://96915.com/submit/,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 2 条 / Nofollow 21 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://96915.com/tool-category/aisj/,2026-09-02,,,
9sybxh.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://9sybxh.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aammesa.blogspot.com,人工确认：样例页抓取失败（0 IncompleteRead: IncompleteRead(1028688 b），当前无法验证 rel,https://aammesa.blogspot.com/,免费,待确认,,样例页抓取失败（0 IncompleteRead: IncompleteRead(1028688 b），当前无法验证 rel,https://aammesa.blogspot.com/2023/04/f.html,2026-09-02,,,
aammesaa.blogspot.com,人工确认：样例页抓取失败（0 IncompleteRead: IncompleteRead(1028698 b），当前无法验证 rel,https://aammesaa.blogspot.com/,免费,待确认,,样例页抓取失败（0 IncompleteRead: IncompleteRead(1028698 b），当前无法验证 rel,https://aammesaa.blogspot.com/2023/04/j.html,2026-09-02,,,
aat.ee,人工确认：发布后是否真的会留下外链,https://aat.ee/categories?category=marketing-tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://aat.ee/skill/free-directory-submission,2026-09-02,,,
absorbedexistence.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://absorbedexistence.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
adbmi.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://adbmi.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
adriennemonson.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://adriennemonson.com/guest-post-and-giveaway-with-matt-and-fjr/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
advancedprogramms.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://advancedprogramms.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aevumquarterly.de,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://aevumquarterly.de/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
affwollo.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://affwollo.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
agentlocker.ai,人工确认：发布后是否真的会留下外链,https://agentlocker.ai/submit-your-tool,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://agentlocker.ai/news/rss.xml,2026-09-02,,,
agentspointee.com,人工确认：找一条用户产出的链接看它的 rel,https://agentspointee.com/add-listing/,免费,待确认,入口页有免费措辞且无付费信号；样例公开页可索引；样例页 Follow 20 条 / Nofollow 2 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://agentspointee.com/listing/operator/,2026-09-02,,,
agnt.one,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://agnt.one/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
agorafeeds.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://agorafeeds.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ai-centric.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ai-centric.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ai138.com,人工确认：找一条用户产出的链接看它的 rel,https://www.ai138.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 3 条 / Nofollow 40 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.ai138.com/tools/ai%e6%99%ba%e8%83%bd%e4%bd%93,2026-09-02,,,
aiaffiliate.cc,人工确认：发布后是否真的会留下外链,https://aiaffiliate.cc/en/submit-program,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://aiaffiliate.cc/en/tools/ai-image-generators,2026-09-02,,,
aiandrealtors.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://aiandrealtors.com/listing-tools,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aibot-hub.com,人工确认：样例页抓取失败（0 URLError: <urlopen error [SSL: CERTIFICA），当前无法验证 rel,http://www.aibot-hub.com/contribute/,不确定,待确认,,样例页抓取失败（0 URLError: <urlopen error [SSL: CERTIFICA），当前无法验证 rel,https://www.aibot-hub.com/favorites/ai-writer-tools/,2026-09-02,,,
aibucket.io,人工确认：找一条用户产出的链接看它的 rel,https://aibucket.io/sub-category/productivity,免费,待确认,入口页有免费措辞且无付费信号；样例公开页可索引；样例页 Follow 7 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://aibucket.io/tools/ingestai,2026-09-02,,,
aic.ru,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://aic.ru/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aicentralresources.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.aicentralresources.com/tools,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aicentraltools.com,人工确认：发布后是否真的会留下外链,https://aicentraltools.com/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://aicentraltools.com/tools/writing/,2026-09-02,,,
aidiveforge.com,人工确认：发布后是否真的会留下外链,https://aidiveforge.com/submit-tool/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://aidiveforge.com/listing-category/coding-assistants/,2026-09-02,,,
aidizer.com,人工确认：找一条用户产出的链接看它的 rel,https://www.aidizer.com/tool-category/images/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 4 条 / Nofollow 12 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.aidizer.com/tool-category/content/,2026-09-02,,,
aiextension.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://aiextension.ai/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aifinder.africa,人工确认：找一条用户产出的链接看它的 rel,https://aifinder.africa/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 12 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://aifinder.africa/tool/tubetube,2026-09-02,,,
aifornewsroom.in,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://aifornewsroom.in/contribute,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aifreetool.site,人工确认：找一条用户产出的链接看它的 rel,https://aifreetool.site/submit/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 1 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://aifreetool.site/tool-category/ai-design/,2026-09-02,,,
aigraviton.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://aigraviton.com/tools,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
aiguide.cc,人工确认：找一条用户产出的链接看它的 rel,https://aiguide.cc/contribute/,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 2 条 / Nofollow 8 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://aiguide.cc/sites/25743.html,2026-09-02,,,
